"ref","movement","filename","relative_path","operational_status","delivery_mode","exists","width","height","dimensions_ok"
"REF_013","4","partner_yoga_004_malasana_partner_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_004_malasana_partner_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","4","partner_yoga_004_malasana_partner_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_004_malasana_partner_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","4","partner_yoga_004_malasana_partner_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_004_malasana_partner_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_01_seated_facing.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_01_seated_facing.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_02_feet_connection.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_02_feet_connection.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_03_hands_hold.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_03_hands_hold.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","5","partner_yoga_005_dvi_navasana_c_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_005_dvi_navasana_c_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_01_seated_setup.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_01_seated_setup.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_02_partner_support.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_02_partner_support.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_03_forward_fold.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_03_forward_fold.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","6","partner_yoga_006_paschimottanasana_partner_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_006_paschimottanasana_partner_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_01_setup.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_01_setup.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_02_weight_share.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_02_weight_share.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_03_body_line.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_03_body_line.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","7","partner_yoga_007_lean_on_me_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_007_lean_on_me_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_01_seated_facing.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_01_seated_facing.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_02_feet_connect.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_02_feet_connect.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_03_lift_legs.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_03_lift_legs.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","8","partner_yoga_008_dvi_navasana_b_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_008_dvi_navasana_b_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_01_side_by_side.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_01_side_by_side.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_02_wide_stance.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_02_wide_stance.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_03_arm_connection.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_03_arm_connection.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_04_final.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_04_final.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_05_common_mistake.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_05_common_mistake.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
"REF_013","9","partner_yoga_009_virabhadrasana_ii_partner_step_06_correction.png","public/instructional-images/yoga/partner-poses/partner_yoga_009_virabhadrasana_ii_partner_step_06_correction.png","GERAR_NOVO_CANONICO â€” postura em dupla exige asset prÃ³prio","generated_new","True","1536","1024","True"
