"slug","title","duration_seconds","required_frame_count","missing_frame_count","existing_premium_frame_urls","existing_generated_frame_urls","video_url"
"reset-corporal-trabalho","Reset corporal no trabalho","90","8","0","","/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-01.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-02.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-03.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-04.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-05.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-06.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-07.jpg|/videos/frames/reset-corporal-trabalho/reset-corporal-trabalho-08.jpg","/videos/reset-corporal-trabalho.mp4"
"reset-de-foco","Reset de foco","90","8","0","","/videos/frames/reset-de-foco/reset-de-foco-01.jpg|/videos/frames/reset-de-foco/reset-de-foco-02.jpg|/videos/frames/reset-de-foco/reset-de-foco-03.jpg|/videos/frames/reset-de-foco/reset-de-foco-04.jpg|/videos/frames/reset-de-foco/reset-de-foco-05.jpg|/videos/frames/reset-de-foco/reset-de-foco-06.jpg|/videos/frames/reset-de-foco/reset-de-foco-07.jpg|/videos/frames/reset-de-foco/reset-de-foco-08.jpg","/videos/reset-de-foco.mp4"
"respiracao-mobilidade","Respiracao + mobilidade","150","8","0","","/videos/frames/respiracao-mobilidade/respiracao-mobilidade-01.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-02.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-03.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-04.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-05.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-06.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-07.jpg|/videos/frames/respiracao-mobilidade/respiracao-mobilidade-08.jpg","/videos/respiracao-mobilidade.mp4"
"uma-tarefa-apenas","Uma tarefa apenas","120","8","0","","/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-01.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-02.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-03.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-04.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-05.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-06.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-07.jpg|/videos/frames/uma-tarefa-apenas/uma-tarefa-apenas-08.jpg","/videos/uma-tarefa-apenas.mp4"
"yoga-bolso-pausa-no-chao","Yoga de bolso: pausa no chao","240","12","0","","/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-01.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-02.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-03.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-04.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-05.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-06.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-07.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-08.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-09.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-10.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-11.jpg|/videos/frames/yoga-bolso-pausa-no-chao/yoga-bolso-pausa-no-chao-12.jpg","/videos/yoga-bolso-pausa-no-chao.mp4"
"yoga-energia-leve","Yoga de energia leve","240","12","0","","/videos/frames/yoga-energia-leve/yoga-energia-leve-01.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-02.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-03.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-04.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-05.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-06.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-07.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-08.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-09.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-10.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-11.jpg|/videos/frames/yoga-energia-leve/yoga-energia-leve-12.jpg","/videos/yoga-energia-leve.mp4"
"yoga-leve","Yoga leve","240","12","0","","/videos/frames/yoga-leve/yoga-leve-01.jpg|/videos/frames/yoga-leve/yoga-leve-02.jpg|/videos/frames/yoga-leve/yoga-leve-03.jpg|/videos/frames/yoga-leve/yoga-leve-04.jpg|/videos/frames/yoga-leve/yoga-leve-05.jpg|/videos/frames/yoga-leve/yoga-leve-06.jpg|/videos/frames/yoga-leve/yoga-leve-07.jpg|/videos/frames/yoga-leve/yoga-leve-08.jpg|/videos/frames/yoga-leve/yoga-leve-09.jpg|/videos/frames/yoga-leve/yoga-leve-10.jpg|/videos/frames/yoga-leve/yoga-leve-11.jpg|/videos/frames/yoga-leve/yoga-leve-12.jpg","/videos/yoga-leve.mp4"
"noventa-noventa","90/90 de quadril","75","8","0","","/videos/frames/noventa-noventa/noventa-noventa-01.jpg|/videos/frames/noventa-noventa/noventa-noventa-02.jpg|/videos/frames/noventa-noventa/noventa-noventa-03.jpg|/videos/frames/noventa-noventa/noventa-noventa-04.jpg|/videos/frames/noventa-noventa/noventa-noventa-05.jpg|/videos/frames/noventa-noventa/noventa-noventa-06.jpg|/videos/frames/noventa-noventa/noventa-noventa-07.jpg|/videos/frames/noventa-noventa/noventa-noventa-08.jpg","/videos/noventa-noventa.mp4"
"abertura-peito-porta","Abertura de peito na porta","75","8","0","","/videos/frames/abertura-peito-porta/abertura-peito-porta-01.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-02.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-03.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-04.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-05.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-06.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-07.jpg|/videos/frames/abertura-peito-porta/abertura-peito-porta-08.jpg","/videos/abertura-peito-porta.mp4"
"abertura-quadril-sentado","Abertura de quadril sentado","75","8","0","","/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-01.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-02.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-03.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-04.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-05.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-06.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-07.jpg|/videos/frames/abertura-quadril-sentado/abertura-quadril-sentado-08.jpg","/videos/abertura-quadril-sentado.mp4"
"abertura-dedos","Abertura dos dedos","75","8","0","","/videos/frames/abertura-dedos/abertura-dedos-01.jpg|/videos/frames/abertura-dedos/abertura-dedos-02.jpg|/videos/frames/abertura-dedos/abertura-dedos-03.jpg|/videos/frames/abertura-dedos/abertura-dedos-04.jpg|/videos/frames/abertura-dedos/abertura-dedos-05.jpg|/videos/frames/abertura-dedos/abertura-dedos-06.jpg|/videos/frames/abertura-dedos/abertura-dedos-07.jpg|/videos/frames/abertura-dedos/abertura-dedos-08.jpg","/videos/abertura-dedos.mp4"
"abertura-dedos-pe","Abertura dos dedos do pe","75","8","0","","/videos/frames/abertura-dedos-pe/abertura-dedos-pe-01.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-02.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-03.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-04.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-05.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-06.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-07.jpg|/videos/frames/abertura-dedos-pe/abertura-dedos-pe-08.jpg","/videos/abertura-dedos-pe.mp4"
"abraco-escapulas","Abraco das escapulas","75","8","0","","/videos/frames/abraco-escapulas/abraco-escapulas-01.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-02.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-03.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-04.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-05.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-06.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-07.jpg|/videos/frames/abraco-escapulas/abraco-escapulas-08.jpg","/videos/abraco-escapulas.mp4"
"alcance-lateral-toracico","Alcance lateral toracico","75","8","0","","/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-01.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-02.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-03.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-04.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-05.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-06.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-07.jpg|/videos/frames/alcance-lateral-toracico/alcance-lateral-toracico-08.jpg","/videos/alcance-lateral-toracico.mp4"
"alfabeto-tornozelo","Alfabeto com tornozelo","75","8","0","","/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-01.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-02.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-03.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-04.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-05.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-06.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-07.jpg|/videos/frames/alfabeto-tornozelo/alfabeto-tornozelo-08.jpg","/videos/alfabeto-tornozelo.mp4"
"alongamento-frente-tornozelo","Alongamento da frente do tornozelo","75","8","0","","/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-01.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-02.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-03.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-04.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-05.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-06.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-07.jpg|/videos/frames/alongamento-frente-tornozelo/alongamento-frente-tornozelo-08.jpg","/videos/alongamento-frente-tornozelo.mp4"
"alongamento-biceps-parede","Alongamento de biceps na parede","75","8","0","","/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-01.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-02.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-03.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-04.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-05.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-06.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-07.jpg|/videos/frames/alongamento-biceps-parede/alongamento-biceps-parede-08.jpg","/videos/alongamento-biceps-parede.mp4"
"alongamento-de-pernas","Alongamento de pernas","75","8","0","","/videos/frames/alongamento-de-pernas/alongamento-de-pernas-01.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-02.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-03.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-04.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-05.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-06.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-07.jpg|/videos/frames/alongamento-de-pernas/alongamento-de-pernas-08.jpg","/videos/alongamento-de-pernas.mp4"
"alongamento-braquiorradial","Alongamento do braquiorradial","75","8","0","","/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-01.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-02.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-03.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-04.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-05.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-06.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-07.jpg|/videos/frames/alongamento-braquiorradial/alongamento-braquiorradial-08.jpg","/videos/alongamento-braquiorradial.mp4"
"elevador-escapula","Alongamento do elevador da escapula","75","8","0","","/videos/frames/elevador-escapula/elevador-escapula-01.jpg|/videos/frames/elevador-escapula/elevador-escapula-02.jpg|/videos/frames/elevador-escapula/elevador-escapula-03.jpg|/videos/frames/elevador-escapula/elevador-escapula-04.jpg|/videos/frames/elevador-escapula/elevador-escapula-05.jpg|/videos/frames/elevador-escapula/elevador-escapula-06.jpg|/videos/frames/elevador-escapula/elevador-escapula-07.jpg|/videos/frames/elevador-escapula/elevador-escapula-08.jpg","/videos/elevador-escapula.mp4"
"alongamento-polegar","Alongamento do polegar","75","8","0","","/videos/frames/alongamento-polegar/alongamento-polegar-01.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-02.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-03.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-04.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-05.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-06.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-07.jpg|/videos/frames/alongamento-polegar/alongamento-polegar-08.jpg","/videos/alongamento-polegar.mp4"
"alongamento-pronadores","Alongamento dos pronadores","75","8","0","","/videos/frames/alongamento-pronadores/alongamento-pronadores-01.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-02.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-03.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-04.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-05.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-06.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-07.jpg|/videos/frames/alongamento-pronadores/alongamento-pronadores-08.jpg","/videos/alongamento-pronadores.mp4"
"alongamento-supinadores","Alongamento dos supinadores","75","8","0","","/videos/frames/alongamento-supinadores/alongamento-supinadores-01.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-02.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-03.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-04.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-05.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-06.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-07.jpg|/videos/frames/alongamento-supinadores/alongamento-supinadores-08.jpg","/videos/alongamento-supinadores.mp4"
"alongamento-lateral-tronco","Alongamento lateral do tronco","75","8","0","","/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-01.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-02.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-03.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-04.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-05.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-06.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-07.jpg|/videos/frames/alongamento-lateral-tronco/alongamento-lateral-tronco-08.jpg","/videos/alongamento-lateral-tronco.mp4"
"alongamento-leve-pernas","Alongamento leve de pernas","75","8","0","","/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-01.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-02.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-03.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-04.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-05.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-06.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-07.jpg|/videos/frames/alongamento-leve-pernas/alongamento-leve-pernas-08.jpg","/videos/alongamento-leve-pernas.mp4"
"capsula-posterior-ombro","Alongamento posterior do ombro","75","8","0","","/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-01.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-02.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-03.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-04.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-05.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-06.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-07.jpg|/videos/frames/capsula-posterior-ombro/capsula-posterior-ombro-08.jpg","/videos/capsula-posterior-ombro.mp4"
"joelho-no-chao-anterior","Anterior de coxa com joelho no chao","75","8","0","","/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-01.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-02.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-03.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-04.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-05.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-06.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-07.jpg|/videos/frames/joelho-no-chao-anterior/joelho-no-chao-anterior-08.jpg","/videos/joelho-no-chao-anterior.mp4"
"anterior-coxa-cadeira","Anterior de coxa na cadeira","75","8","0","","/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-01.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-02.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-03.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-04.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-05.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-06.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-07.jpg|/videos/frames/anterior-coxa-cadeira/anterior-coxa-cadeira-08.jpg","/videos/anterior-coxa-cadeira.mp4"
"arco-plantar-bola","Arco plantar com bola","75","8","0","","/videos/frames/arco-plantar-bola/arco-plantar-bola-01.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-02.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-03.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-04.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-05.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-06.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-07.jpg|/videos/frames/arco-plantar-bola/arco-plantar-bola-08.jpg","/videos/arco-plantar-bola.mp4"
"bascula-pelvica","Bascula pelvica","75","8","0","","/videos/frames/bascula-pelvica/bascula-pelvica-01.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-02.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-03.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-04.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-05.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-06.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-07.jpg|/videos/frames/bascula-pelvica/bascula-pelvica-08.jpg","/videos/bascula-pelvica.mp4"
"bom-dia-mobilidade","Bom dia de mobilidade","75","8","0","","/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-01.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-02.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-03.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-04.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-05.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-06.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-07.jpg|/videos/frames/bom-dia-mobilidade/bom-dia-mobilidade-08.jpg","/videos/bom-dia-mobilidade.mp4"
"borboleta","Borboleta","75","8","0","","/videos/frames/borboleta/borboleta-01.jpg|/videos/frames/borboleta/borboleta-02.jpg|/videos/frames/borboleta/borboleta-03.jpg|/videos/frames/borboleta/borboleta-04.jpg|/videos/frames/borboleta/borboleta-05.jpg|/videos/frames/borboleta/borboleta-06.jpg|/videos/frames/borboleta/borboleta-07.jpg|/videos/frames/borboleta/borboleta-08.jpg","/videos/borboleta.mp4"
"braco-cruzado-suave","Braco cruzado suave","75","8","0","","/videos/frames/braco-cruzado-suave/braco-cruzado-suave-01.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-02.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-03.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-04.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-05.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-06.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-07.jpg|/videos/frames/braco-cruzado-suave/braco-cruzado-suave-08.jpg","/videos/braco-cruzado-suave.mp4"
"circulos-punho-mobilidade","Circulos de punho","75","8","0","","/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-01.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-02.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-03.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-04.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-05.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-06.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-07.jpg|/videos/frames/circulos-punho-mobilidade/circulos-punho-mobilidade-08.jpg","/videos/circulos-punho-mobilidade.mp4"
"circulos-quadril","Circulos de quadril","75","8","0","","/videos/frames/circulos-quadril/circulos-quadril-01.jpg|/videos/frames/circulos-quadril/circulos-quadril-02.jpg|/videos/frames/circulos-quadril/circulos-quadril-03.jpg|/videos/frames/circulos-quadril/circulos-quadril-04.jpg|/videos/frames/circulos-quadril/circulos-quadril-05.jpg|/videos/frames/circulos-quadril/circulos-quadril-06.jpg|/videos/frames/circulos-quadril/circulos-quadril-07.jpg|/videos/frames/circulos-quadril/circulos-quadril-08.jpg","/videos/circulos-quadril.mp4"
"circulos-tornozelo","Circulos de tornozelo","75","8","0","","/videos/frames/circulos-tornozelo/circulos-tornozelo-01.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-02.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-03.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-04.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-05.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-06.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-07.jpg|/videos/frames/circulos-tornozelo/circulos-tornozelo-08.jpg","/videos/circulos-tornozelo.mp4"
"elevacao-ombros-circulos","Circulos lentos de ombros","75","8","0","","/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-01.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-02.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-03.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-04.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-05.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-06.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-07.jpg|/videos/frames/elevacao-ombros-circulos/elevacao-ombros-circulos-08.jpg","/videos/elevacao-ombros-circulos.mp4"
"cobra-suave","Cobra suave","75","8","0","","/videos/frames/cobra-suave/cobra-suave-01.jpg|/videos/frames/cobra-suave/cobra-suave-02.jpg|/videos/frames/cobra-suave/cobra-suave-03.jpg|/videos/frames/cobra-suave/cobra-suave-04.jpg|/videos/frames/cobra-suave/cobra-suave-05.jpg|/videos/frames/cobra-suave/cobra-suave-06.jpg|/videos/frames/cobra-suave/cobra-suave-07.jpg|/videos/frames/cobra-suave/cobra-suave-08.jpg","/videos/cobra-suave.mp4"
"deltoide-posterior-cruzado","Deltoide posterior cruzado","75","8","0","","/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-01.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-02.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-03.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-04.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-05.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-06.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-07.jpg|/videos/frames/deltoide-posterior-cruzado/deltoide-posterior-cruzado-08.jpg","/videos/deltoide-posterior-cruzado.mp4"
"alongamento-dorsal-cadeira","Dorsal com apoio na cadeira","75","8","0","","/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-01.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-02.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-03.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-04.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-05.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-06.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-07.jpg|/videos/frames/alongamento-dorsal-cadeira/alongamento-dorsal-cadeira-08.jpg","/videos/alongamento-dorsal-cadeira.mp4"
"dorsiflexao-parede","Dorsiflexao na parede","75","8","0","","/videos/frames/dorsiflexao-parede/dorsiflexao-parede-01.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-02.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-03.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-04.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-05.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-06.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-07.jpg|/videos/frames/dorsiflexao-parede/dorsiflexao-parede-08.jpg","/videos/dorsiflexao-parede.mp4"
